track_name,track_artist,track_popularity,playlist_genre,track_year
Livin' in a Country Song,Upchurch,46,rap,2017
Tonight,Upchurch,52,rap,2017
Tennessee Dreamin,Upchurch,40,rap,2017
Loveless (feat. Robert James),Upchurch,40,rap,2017
Radio Jam,Upchurch,41,rap,2017
Buzz Won't Last,Upchurch,42,4xJULuV0P5PLcMe3xP8Pgj, Vol
Lord Knows (feat. Justin Adams),Upchurch,44,4xJULuV0P5PLcMe3xP8Pgj, Vol
How High,Upchurch,41,rap,2018
Dirty South,Upchurch,55,rap,2018
Bells,Upchurch,41,rap,2018
Phantom of the Pines,Upchurch,40,rap,2018
Smilin,Demun Jones,0,rap,2018
God's Work,Demun Jones,0,rap,2018
My Neck of the Woods,Upchurch,58,rap,2018
No One,Upchurch,42,rap,2018
Cowboy,Upchurch,54,rap,2018
Lake House,Demun Jones,32,rap,2014
Feeling Good,Demun Jones,51,rap,2018
Paradise,Demun Jones,27,rap,2018
The Beard Song,Demun Jones,28,rap,2018
Death Before Dishonor,Jelly Roll,43,rap,2017
Fifty,Franklin Embry,45,rap,2016
The Dance,Struggle Jennings,49,rap,2016
Same Asshole,Jelly Roll,58,rap,2019
No Worries,Jelly Roll,35,rap,2019
Double Crown,Jelly Roll,42,rap,2019
Train Tracks (feat. Struggle),Jelly Roll,56,rap,2016
In It for Yourself,Jelly Roll,28,rap,2016
They Don't Love Me,Jelly Roll,26,rap,2016
Killin' Me,Jelly Roll,42,rap,2016
Lose Your Soul,Jelly Roll,30,rap,2016
Dearly Departed,Jelly Roll,44,rap,2017
Cowboys,Jelly Roll,54,rap,2017
Long Long Time,Jelly Roll,37,rap,2017
Be That Way,Jelly Roll,39,rap,2017
Proud,Jelly Roll,38,rap,2017
Fall in the Fall,Jelly Roll,61,rap,2018
Can't Go Home,Jelly Roll,51,rap,2018
Smoking Section,Jelly Roll,54,rap,2015
I'm Still Here (feat. Corey Crowder),SMO,21,rap,2018
Livin A Country Song (feat. Corey Crowder),SMO,24,rap,2018
Cause We Can,SMO,19,rap,2018
One (feat. Jay Allen),SMO,25,rap,2018
When I'm Gone,I4NI,44,rap,2013
1965,Danny Boone,46,rap,2014
All They Wanna Hear,Danny Boone,27,rap,2014
Down to the River,Danny Boone,20,rap,2014
My Small Town,Danny Boone,30,rap,2014
Dont Take the Whiskey from Me,Danny Boone,38,rap,2014
Who I Am,Danny Boone,21,rap,2014
From the Radio,Danny Boone,21,rap,2014
Raise a Toast,Danny Boone,21,rap,2014
Let's Get Lost,Jelly Roll,28,rap,2019
Sunday Morning,Jelly Roll,31,rap,2019
Drowning Tonight,Jelly Roll,29,rap,2019
Whatcha Waiting For,Jelly Roll,28,rap,2019
Just Another Thing (feat. Crucifix),The Lacs,54,rap,2012
Poor Man's Mansion,Jelly Roll,35,rap,2018
New Orleans,Jelly Roll,40,rap,2018
Love is a War,Jelly Roll,42,rap,2018
Shot Through the Heart,Jelly Roll,36,rap,2018
Take it Slow,Jelly Roll,34,rap,2018
Answer to No One (feat. JJ Lawhorn),Colt Ford,58,rap,2012
Only,Jelly Roll,59,rap,2017
California,Jelly Roll,54,rap,2016
Fly Away,CRUCIFIX,35,rap,2010
Long Road,Big Matt,45,rap,2012
Bourbon Blues (feat. Jason Hust),Franklin Embry,32,rap,2014
Drivin Around Song (feat. Jason Aldean),Colt Ford,57,rap,2012
Hard 2 Love,Haystak,43,rap,2008
Steer Clear,Upchurch,53,rap,2018
Animal,Upchurch,42,rap,2019
Gassed Up,Upchurch,41,rap,2019
Ghost Ranch,Upchurch,52,rap,2019
Alcoholic Shrink,Upchurch,40,rap,2019
Hillbilly Psycho,Upchurch,42,rap,2019
Forever Fame,Upchurch,39,rap,2019
Legend of the South,Upchurch,42,rap,2019
Dirty Elvis,Upchurch,40,rap,2019
"Like Father, Like Son",Struggle Jennings,4xJULuV0P5PLcMe3xP8Pgj,Retu
One Shot,Struggle Jennings,43,rap,2016
The Struggle Is Real,Struggle Jennings,54,rap,2016
Outlaw Shit (feat. Waylon Jennings & Yelawolf),Struggle Jennings,52,rap,2013
Lady Karma,Sonny Bama,38,rap,2016
Darlin Angel (feat. Upchurch),Bottleneck,40,rap,2016
Livin' on Closing Time,Bottleneck,18,rap,2016
Country to the City (feat. Jg Made Um Look),Bubba Sparxxx,46,rap,2014
Spud Webb,Danny Boone,24,rap,2014
Echoes,Jelly Roll,42,rap,2018
Bartender Song (Sittin' at a Bar) (Remix) [feat. Cypress Spring],Danny Boone,36,rap,2015
We The People,Colt Ford,13,rap,2019
Back (with Jake Owen),Colt Ford,46,rap,2012
In My Hood,50 Cent,1,rap,2005
Where The Hood At,DMX,66,rap,2003
We Right Here,DMX,0,rap,2010
No Games,Rick Ross,42,rap,2013
Best For You,Lil Muk,48,rap,2019
Talk To Me,F$O Dinero,21,rap,2019
You Tried It,City Girls,62,rap,2019
ARROGANT AMERiCAN FREESTYLE - REMIX,Riff Raff,48,rap,2020
Pinocchio,Ron Suno,64,rap,2019
Fell In Love,Maredatruth,39,rap,2019
Step Harder,Yungeen Ace,65,rap,2019
My Gun Go Off,50 Cent,0,rap,2007
Jimmy Neutron,ABG Neal,46,rap,2019
Nun 2 Fuck Wit (feat. Young Dolph),1PLAYY,55,rap,2019
Fake Bitches,Justina Valentine,24,rap,2020
I Smell Pussy,G-Unit,1,rap,2003
Hustle,Billy Marchiafava,60,rap,2019
Gryndin (feat. Young Marco),Jae Mansa,45,rap,2019
McQueen,TrifeDrew,59,rap,2019
I Don't Dance,DMX,56,rap,2012
Downfall,Mikey Polo,38,rap,2019
Trapper of the Year,PashaPG,0,rap,2019
Remember Me,DA Image,34,rap,2019
Surrounded By Hoes,50 Cent,30,rap,2006
Floor Seats,Moxas,48,rap,2019
I Got Swag,50 Cent,0,rap,2009
Old Me,Michael Kraun,35,rap,2019
Baby By Me,50 Cent,1,rap,2009
Making Moves,YBS Skola,43,rap,2019
Close To Me,G-Unit,0,rap,2008
Communicating,YBS Skola,38,rap,2019
Disco Inferno - Live from Sessions @ AOL,50 Cent,0,rap,2005
A Little More,Moosh & Twist,36,rap,2019
High All The Time,50 Cent,52,rap,2003
Handsome,Rafi Malice,38,rap,2019
Youth Memories,Fljuga,56,rap,2019
Eyes Closed,Curren$y,38,rap,2019
Collapse - G-Unit Freestyle,G-Unit,0,rap,2003
Professor the Teacher,Gyyps,32,rap,2019
Push It,Rick Ross,59,rap,2006
Poppin' Them Thangs,G-Unit,2,rap,2003
'Till I Collapse,Eminem,16,rap,2002
Cleanin' Out My Closet,Eminem,5,rap,2002
BADU,Phay,27,rap,2019
Flowers,Jacob Tillberg,50,rap,2019
Lose Yourself - Soundtrack Version,Eminem,8,rap,2002
I Like The Way She Do It,G-Unit,0,rap,2008
Boomin,Moosh & Twist,31,rap,2019
Outlaw,50 Cent,0,rap,2011
So Seductive,Tony Yayo,0,rap,2005
Low Low,Kuda,37,rap,2019
I Just Wanna Say,Weisser Quiff,45,rap,2019
Alive,Flamma,30,rap,2019
Crime Wave,50 Cent,0,rap,2009
Fight Music,D12,4,rap,2001
Racks,YUCIFER,36,rap,2019
Keep It on Me,Dewey da Don,27,rap,2019
Can You Spit?,NJayC,35,rap,2019
Do You Think About Me,50 Cent,0,rap,2009
Shark Tank,Rob Level,43,rap,2019
Skyline,J. Loree,28,rap,2019
Patiently Waiting,50 Cent,63,rap,2003
Dead or Alive,J. Loree,23,rap,2019
Beg For Mercy,G-Unit,0,rap,2003
X Gon' Give It To Ya,DMX,11,rap,2010
Ruff Ryders' Anthem - Re-Recorded,DMX,63,rap,2011
Party Up,DMX,7,rap,1999
B.M.F. (Blowin' Money Fast),Rick Ross,59,rap,2010
Ether,Nas,0,rap,2001
I Can,Nas,0,rap,2002
Bridging the Gap,Nas,0,rap,2007
99 Problems,JAY-Z,39,rap,2010
"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross", Snoop Dogg & Rick Ross)",3Z0A
Ante Up (Robbin Hoodz Theory),M.O.P.,32,rap,2000
Bang Bang,Dr. Dre,3,rap,1999
"Biggie/Tupac Live Freestyle (Funkmaster Flex & Big Kap Feat. DJ Mister Cee, Notorious B.I.G & Tupac)",Funkmaster Flex,0ZRwrJ2EDGyKR6YgQPWXeO,The 
Bitch Please,Snoop Dogg,53,rap,2005
Bitch Please II,Eminem,0,rap,2000
Black Magic (feat. Rick Ross),Meek Mill,33,0ZRwrJ2EDGyKR6YgQPWXeO, Vol
Boom,Snoop Dogg,29,rap,2011
Breathe,Fabolous,50,rap,2007
Burn (feat. Big Sean),Meek Mill,47,rap,2012
Chin Check,N.W.A.,0,rap,2006
"Click, Clack - Get Back!",Ice Cube,Gangster Rap Workout,"Lau
Da Rockwilder,Method Man,10,rap,1999
Disco Inferno,50 Cent,0,rap,2005
Dope Boys,The Game,1,rap,2008
Dope Man,N.W.A.,24,rap,2008
Future,DJ Khaled,31,rap,2011
Get It On The Floor,DMX,1,rap,2010
Go Getta - (Explicit),Jeezy,0,rap,2007
Got Ur Self A...,Nas,0,rap,2007
Hail Mary,2Pac,0,rap,2007
Hate Me Now (feat.- Puff Daddy),Nas,0,rap,2007
Heat,50 Cent,51,rap,2003
Heavy Artillery,The Game,0,rap,2011
Hit 'Em Up - Single Version,2Pac,65,rap,1998
Hustler's Ambition,50 Cent,0,rap,2005
I Get Money,50 Cent,1,rap,2007
I'm So Hood,DJ Khaled,49,rap,2007
I'll Still Kill,50 Cent,1,rap,2007
"Ima Boss (feat. T.I., Birdman, Lil' Wayne,Ima Boss (Remix Version),Meek
Juicy - 2007 Remaster,The Notorious B.I.G.,62,rap,2007
It's Good,Lil Wayne,48,rap,2011
Kick In The Door,The Notorious B.I.G.,0,rap,1997
It's Okay (One Blood),The Game,0,rap,2006
Many Men (Wish Death),50 Cent,65,rap,2003
My Buddy,G-Unit,0,rap,2003
Muthaf**ka Up,Tyga,47,rap,2012
Pandemonium (feat. Wale & Rick Ross),Meek Mill,32,0ZRwrJ2EDGyKR6YgQPWXeO, Vol
Party and Bullshit - 2008 Remaster,The Notorious B.I.G.,60,rap,2009
Renegade,JAY-Z,2,rap,2005
Remember the Name (feat. Styles of Beyond),Fort Minor,58,rap,2005
Ruff Ryders' Anthem,DMX,0,rap,2007
Runnin' (Dying To Live),2Pac,45,rap,2003
Stunt 101,G-Unit,0,rap,2003
Swagga Like Us - T.I. and Jay-Z feat. Kanye West and Lil' Wayne,T.I.,1,rap,2008
The City,The Game,0,rap,2011
Thug 4 Life,2Pac,0,rap,2004
The Rain,DMX,0,rap,2007
Toss It Up,2Pac,40,rap,1998
Troublesome '96,2Pac,50,rap,1998
Tupac Back (feat. Rick Ross),Meek Mill,45,0ZRwrJ2EDGyKR6YgQPWXeO, Vol
Top Down - Main,Swizz Beatz,0,rap,2007
Vato,Snoop Dogg,1,rap,2006
We Takin' Over,DJ Khaled,59,rap,2007
Welcome To My Hood,DJ Khaled,44,rap,2011
Welcome To New York City,Camron,1,rap,2002
   ,Kaspiyskiy Gruz,49,rap,2015
,,45,rap,2012
 ,,32,rap,2019
 ,Gamora,46,rap,2018
", ",Litvinenko,Russian Gangster Rap,"
 ,Gamora,0,rap,2017
,Andery Toronto,38,rap,2017
,Andery Toronto,47,rap,2018
,,30,rap,2019
,Nurminsky,33,rap,2019
  ,nogano,41,rap,2016
,Gamora,35,rap,2018
 ,Advaita,11,rap,2015
 (feat.  ),Advaita,22,rap,2015
 ,StaFFord63,0,rap,2018
  ,StaFFord63,37,rap,2018
c,Gamora,27,rap,2018
,N1NT3ND0,50,rap,2011
 ,CVPELLV,26,0u0qLLE8MZc679RZWCk1TT, Pt.
 ,Kaspiyskiy Gruz,41,rap,2016
,Kaspiyskiy Gruz,27,rap,2014
,ARVVB,0,rap,2016
,Scroodgee,36,rap,2017
Darth Vader,Blow Money Fast,23,rap,2016
,Blvckross,0,rap,2017
 ,Bym,0,rap,2017
  ,Scroodgee,30,rap,2016
",  ",Scroodgee,Russian Gangster Rap,"
9H,Blvckross,0,rap,2017
 ,Blvckross,0,rap,2017
  ,Blvckross,0,rap,2017
  ,Bym,0,rap,2017
  , ,25,rap,2013
,Timati,40,rap,2017
- ,Jah Khalib,50,rap,2018
  .,N1NT3ND0,32,rap,2011
,Basta,24,rap,2014
 ,Sasha Chest,28,rap,2015
 ,MiyaGi,52,rap,2018
  ,StaFFord63,22,rap,2018
,Gamora,32,rap,2017
,,0,rap,2018
,,0,rap,2018
,,19,rap,2018
 .,Kaspiyskiy Gruz,21,rap,2016
,Kaspiyskiy Gruz,25,rap,2016
 ,,0,rap,2018
  ,,0,rap,2018
  (feat. shot),Simaga,24,rap,2015
Hustle,MiyaGi & Endspiel,51,rap,2018
 ,Andery Toronto,25,rap,2019
Jannaya,Orheyn,7,rap,2017
,Chester Nebro,36,rap,2019
   ,Chester Nebro,21,rap,2018
 ,MAXIFAM,3,rap,2018
, ,18,rap,2013
 ,,17,rap,2019
 ,Rem Digga,36,rap,2015
My Gang,Chester Nebro,21,rap,2019
,Andery Toronto,21,rap,2018
Marlboro,MiyaGi,3,rap,2019
  ,Andery Toronto,18,rap,2018
  ,Mezza,32,rap,2015
M16,MACAN,28,rap,2019
N.M.,,13,rap,2018
,,19,rap,2014
 ,Chester Nebro,30,rap,2014
Do It Like Me,Young Buck,0,rap,2004
Outta Control,50 Cent,0,rap,2005
Jimmy Crack Corn,Eminem,38,rap,2006
U Not Like Me,50 Cent,0,rap,2003
Party Ain't Over,G-Unit,0,rap,2008
Chase Da Cat,G-Unit,0,rap,2008
Piano Man,G-Unit,0,rap,2008
Shot Down,DMX,34,rap,2003
Realest N*ggas - Notorious B.I.G. & 50 Cent,Notorious B.I.G. & 50 Cent,0,rap,2005
South Side,"50 Cent, DJ Whoo Kid",2e0d7otcM1oyecfi3zZPWk,Bull
OJ,G Unit,12,rap,2017
Put You On The Game,The Game,2,rap,2005
Higher,The Game,0,rap,2005
Go To Sleep,Eminem,4,rap,2003
ATF,DMX,0,rap,1998
Say It To My Face,Young Buck,0,rap,2006
Buss Yo' Head,Young Buck,0,rap,2006
Gangsta Music,Jeezy,0,rap,2005
Thug Motivation 101,Jeezy,0,rap,2005
X,Xzibit,61,rap,1996
All For The Cash,Gang Starr,0,rap,1999
Who Do You Love?,YG,1,rap,2014
"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Meek Mill,Gangster Rap | 100 % Gangster,"Tha
Meet The Flockers,YG,0,rap,2014
"Left, Right",YG,2e0d7otcM1oyecfi3zZPWk,My K
I Just Wanna Party,YG,0,rap,2014
Sacrilegious,ScHoolboy Q,51,rap,2012
Don't Trip,The Game,35,rap,2015
Standing on Ferraris,The Game,29,rap,2015
Cake,Lloyd Banks,0,rap,2006
Let Me In,Young Buck,0,rap,2004
WW III,Ruff Ryders,0,rap,2000
What's The Difference,Dr. Dre,12,rap,1999
Piggy Bank,50 Cent,0,rap,2005
Warrior Part 2,Lloyd Banks,0,rap,2004
Wait A Minute,G Unit,11,rap,2017
Hail Mary,Makaveli,67,rap,1996
"N****, What's Up (feat. 50 Cent)",Lil Scrappy,2e0d7otcM1oyecfi3zZPWk,Bred
We All Die One Day,Obie Trice,0,rap,2003
Don't Need No Help,Young Buck,35,2e0d7otcM1oyecfi3zZPWk, Vol
I'll Whip Ya Head Boy,50 Cent,0,rap,2005
Smoke Some Weed,Ice Cube,51,2e0d7otcM1oyecfi3zZPWk, Cry
Party We Will Throw Now!,Warren G,64,rap,2012
Breathin,2Pac,1,rap,2001
Ghetto Vet,Ice Cube,38,rap,2008
Smoke,50 Cent,0,rap,2014
Pilot,50 Cent,0,rap,2014
I Don't Fuck With You,G-Unit,0,rap,2014
My Life (feat. YK Osiris),Jae Mansa,47,rap,2019
Digital Scale,G-Unit,0,rap,2014
Holdin on All Day,Jeriqo,47,rap,2019
Sweet Victory,R-Mean,43,rap,2019
Fried for the Night,TOKiMONSTA,47,rap,2020
Trust Issues,SGE Kash,40,rap,2019
Detroit Vs. Everybody,Eminem,48,rap,2014
Nike Ticks,YNG Martyr,65,rap,2019
Dirt,SASH,45,rap,2020
Good Girl,Jamballaz,36,rap,2019
When It Rains It Pours,50 Cent,1,rap,2005
Catch Up,Pasto Flocco,51,rap,2019
Upper Echelon,DA Image,38,rap,2019
EMG,El-P,39,rap,2007
Arabian Knights,Mishaal,48,rap,2019
Changes,G-Unit,0,rap,2014
No Romeo No Juliet,50 Cent,59,rap,2016
"Nuthin' But A ""G"" Thang",Dr. Dre,3,rap,2007
Shut Up - Studio Version,Stormzy,2,rap,2015
I'm So Juiced Up,DJ Paul,49,rap,2019
Best Friend,50 Cent,1,rap,2005
Fast Lane,Bad Meets Evil,4,rap,2011
Ante Up,M O P,43,rap,2010
Loyalty,D12,0,rap,2004
Phenomenal,Eminem,1,rap,2015
How Come,D12,1,rap,2004
"Y'all Know How I Am Feat. Omg, Doughboy, Wc,2010-09-28,28
Lotto,Rotimi,0,rap,2015
Take From Me,Bad Meets Evil,0,rap,2011
Echo,Bad Meets Evil,0,rap,2011
My Darling,Eminem,0,rap,2009
Hello,Eminem,0,rap,2009
The Real Slim Shady,Eminem,10,rap,2005
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,21,rap,2005
Spend Some Time,Eminem,0,rap,2004
Drop The Bomb On 'Em,Eminem,0,rap,2009
Beautiful Pain,Eminem,10,rap,2013
American Psycho II,D12,1,rap,2004
I Made It (feat. Trick Trick),D12,38,rap,2011
Girls,D12,0,rap,2001
Pimp Like Me,D12,0,rap,2001
This Could Be Us,Rae Sremmurd,4,rap,2015
DOPE,T.I.,0,rap,2016
Gangsta Bop,Akon,28,rap,2006
That's All She Wrote (feat. Eminem),T.I.,3,rap,2010
All Of The Lights,Kanye West,7,rap,2010
Proud Of You,Skooly,15,rap,2019
Got It,Block Scholars,27,rap,2018
Kunden,Nate57,49,rap,2019
1441,KASIMIR1441,55,rap,2019
Ketten tief,DJ Raze,62,rap,2019
Intro - TBB,Reda Rwena,30,rap,2018
Guardia Civil,Reda Rwena,31,rap,2017
Zerosechsneun,Reda Rwena,27,rap,2017
Panzaknacka,AK Ausserkontrolle,50,rap,2016
Gib ihm,AK Ausserkontrolle,40,rap,2016
Verliebt in den Tod,AK Ausserkontrolle,42,rap,2017
Kristall,AK Ausserkontrolle,49,rap,2017
Dahab,AK Ausserkontrolle,42,rap,2017
BMW Alpina,Capital Bra,47,rap,2017
Kuku187,Capital Bra,50,rap,2017
Was 2 hol 10,Capital Bra,49,rap,2017
Vladimir Putin,Capital Bra,51,rap,2016
Alles kaputt,Capital Bra,41,rap,2016
Gangsta Gangsta,18 Karat,53,rap,2017
Illegaller Lifestyle,18 Karat,39,rap,2017
N.T.M.,LX & Maxwell,53,rap,2015
Runde um Pudding,AchtVier,31,1qXg9ck25tBRxeXsj8mbDG, Vol
Fizzle,AchtVier,0,rap,2013
Hokus Pokus,Olexesh,19,rap,2014
Kranichstil,Olexesh,20,rap,2015
Sound fur den Hof,Olexesh,13,rap,2015
Bugs & Bunnies,Olexesh,18,rap,2016
Lieblingszahl,Hasuna,42,rap,2015
Compton,LX,52,rap,2015
Ballermann,187 Strassenbande,50,rap,2017
Schnapp!,Gzuz,57,rap,2015
Ebbe & Flut,Gzuz,52,rap,2015
Ich rolle mit meim Besten - Babos Remix,Haftbefehl,53,rap,2014
Saudi Arabi Money Rich - Babos Remix,Haftbefehl,32,rap,2014
In der Hood,Azad,40,rap,2017
Hande hoch,Baba Saad,22,rap,2017
2 Schusse in die Luft,Baba Saad,21,rap,2017
Endlich wieder asozial,Baba Saad,23,rap,2017
Echte Berliner,Bushido,20,rap,2017
Butterfly Effect,Bushido,22,rap,2015
Is' mir egal,Hanybal,0,rap,2015
Nuttooo,SSIO,1,rap,2013
Zahnlucke,Veysel,0,rap,2014
"Bleib mal locker, Lan",Milonair,1qXg9ck25tBRxeXsj8mbDG,AMG
Intro,Gzuz,55,rap,2016
GMT Master,AchtVier,16,rap,2017
District,AK Ausserkontrolle,45,rap,2016
Julius Cesar,Haftbefehl,45,rap,2014
Kein Ruckwartsgang,Celo & Abdi,0,rap,2017
Waffenfreiezone,Nate57,0,rap,2010
Molotov,AchtVier,27,rap,2015
Von unten nach oben,TaiMO,27,rap,2018
Hustla,18 Karat,0,rap,2018
Geht Los!,Sa4,44,rap,2015
Kletter nicht durchs Fenster rein,Haze,27,rap,2018
Kanax in Tokyo (feat. Farid Bang),KC Rebell,42,rap,2015
Kanax in Moskau,KC Rebell,41,rap,2014
A nach B,LOKO BEN,41,rap,2017
Fick dich,Hanybal,0,rap,2017
Headshot,BTNG,33,rap,2017
Haramstufe Rot,Hanybal,0,rap,2016
Akhi Side,Sami,42,rap,2017
Steuerfrei & Illegal,Fard,27,rap,2018
111 Prozent,TaiMO,27,rap,2018
Hublot,18 Karat,38,rap,2018
Bandit,Hemso,52,rap,2018
Hot Pursuit,Hasan.K,9,rap,2017
Azzlack Harami,Milonair,0,rap,2014
WLSS,Veysel,0,rap,2017
Lauft,Kurdo,30,rap,2014
Lass mal dein Film,Reda Rwena,30,rap,2018
Becher & Blunt,Haze,53,rap,2018
Leise,Haze,43,rap,2018
Krokodil,Sa4,41,rap,2017
Mike Tyson - Bonustrack,Kurdo,35,rap,2017
Boss,Bushido,0,rap,2002
Lass rauchen,Haftbefehl,39,rap,2012
Tot,BTNG,17,rap,2017
Alte Schule Frankfurt,Du Maroc,26,rap,2018
Black Friday,Bushido,20,rap,2017
Realtalk Infinity,Jigzaw,31,rap,2018
Guzman,Gringo,8,rap,2018
Kannste ma sehn,Baba Saad,26,rap,2014
Halbes Kilo Gold,Milonair,0,rap,2018
Speedboat,Payy,17,rap,2018
Yamamoto - KMN Street EP,Noah,40,rap,2018
Zackig die Patte,Nazar,0,rap,2016
Mit dem BMW,Fler,34,rap,2010
Titanic Thompson,Milonair,0,rap,2016
Friedhof der Kuscheltiere,Manuellsen,28,rap,2015
Meros uberall,Sero El Mero,46,rap,2018
Schreibe mein Schicksal,Haze,37,rap,2018
"1,2,3",Gangster Rap Deutsch,0pM2
Stara kola,Haze,44,rap,2018
Ghetto Prominenz,18 Karat,26,rap,2018
Panther im Dschungel,Reda Rwena,29,rap,2018
Vollspannschuss,JURI,24,rap,2018
Medusa,Kollegah,1,rap,2015
Avanti Avanti (feat. Celo & Abdi & Hanybal),Reda Rwena,39,rap,2018
Wer bist du?!,Haze,32,rap,2018
Ghettotourist,Sa4,44,rap,2016
Zenci,LOKO BEN,46,rap,2018
Fuck Tha Police,N.W.A.,68,rap,1988
Children's Story,Slick Rick,0,rap,2004
Changes,2Pac,62,rap,1998
Alwayz Into Somethin',N.W.A.,61,rap,1991
La Raza,Kid Frost,51,rap,1990
I Don't Give A Fuck,2Pac,46,rap,1991
Rebel Without A Pause,Public Enemy,0,rap,2004
Hood Took Me Under,Compton's Most Wanted,53,rap,1992
I Know You Got Soul,Eric B. & Rakim,0,rap,2004
Murder Rap,Above The Law,31,rap,1990
rockstar (feat. 21 Savage),Post Malone,88,rap,2018
Look Alive (feat. Drake),BlocBoy JB,79,rap,2018
Faucet Failure,Ski Mask The Slump God,82,rap,2018
Hypnotize - 2014 Remaster,The Notorious B.I.G.,75,rap,1997
Kings & Queens (feat. Run The Jewels),DJ Shadow,38,rap,2019
Who Needs Love,Trippie Redd,41,rap,2019
Riot (with Lil Durk & Booka600 feat. G Herbo),Only The Family,56,rap,2019
iunno,Yung Gravy,71,rap,2019
Blunt (feat. Blac Youngsta),Kid Buu,44,rap,2019
High Tolerance (with Lil Durk feat. NLE Choppa),Only The Family,59,rap,2019
Yank Riddim,snowsa,26,rap,2019
The Watcher,Dr. Dre,57,rap,1999
Da Graveyard,Big L,50,rap,1995
Code Of The Streets,Gang Starr,23,rap,2006
Quiet Storm,Mobb Deep,62,rap,1999
'98 Freestyle,Big L,0,rap,2000
I Seen A Man Die,Scarface,32,rap,2010
How Many Mics,Fugees,1,rap,1996
Can't Knock The Hustle,JAY-Z,0,rap,1996
Played Like a Piano,King T,0,rap,2012
Dollars And Sense,DJ Quik,0,rap,2001
What You Wanna Do?,Kausion,0,rap,1995
Straight Up Menace,Menace ll Society,0,rap,1993
C-Walk,Kurupt,0,rap,1998
Got Your Money (feat. Kelis),Ol' Dirty Bastard,65,rap,1999
Iron Maiden,Ghostface Killah,17,rap,2009
4th Chamber,GZA,56,rap,1995
Auditorium,Mos Def,0,rap,2009
Tha Shiznit,Snoop Dogg,58,rap,1993
Ready or Not,Fugees,8,rap,1996
Twinz (Deep Cover 98),Big Pun,35,rap,2009
Life's A Bitch - Explicit Album Version,Nas,0,rap,1994
Criminology,Raekwon,47,rap,1995
One,Ghostface Killah,32,rap,2000
Bring The Pain,Method Man,0,rap,1994
Who You Think I Am?,MF DOOM,40,rap,2011
My Mind Playin Tricks On Me,Geto Boys,0,rap,1992
I Gotcha Back,GZA,41,rap,1995
?,MF DOOM,42,rap,2011
No Shame In My Game,Gang Starr,33,rap,1992
Gas Drawls,MF DOOM,47,rap,2011
Gravel Pit,Wu-Tang Clan,60,rap,2004
You Know How We Do It,Ice Cube,60,rap,2001
All I Need,Method Man,0,rap,1994
Coolie High,Camp Lo,55,rap,1997
Severe Punishment,Wu-Tang Clan,44,rap,1997
Gangsta Gangsta - Remastered 2002,N.W.A.,32,rap,2006
I Wish,Skee-Lo,61,rap,1995
Lucifer,JAY-Z,55,rap,2003
Represent - Explicit Album Version,Nas,0,rap,1994
So You Want To Be A Gangster,Juice The Motion Picture Soundtrack,0,rap,2012
All About the Benjamins,Diddy,56,rap,2004
The Message,Nas,64,rap,1996
Appetite For Destruction,N.W.A.,50,rap,2006
Only God Can Judge Me,2Pac,68,rap,1996
So You Want to Be a Gangster,Too $hort,50,rap,1992
One In A Million,Pete Rock,31,rap,1993
Won't Trade,Q-Tip,30,rap,2008
Can I Kick It?,A Tribe Called Quest,69,rap,1990
Mash,J Dilla,39,rap,2006
Foe Life,Mack 10,22,rap,2010
Platinum Plus,Big L,0,rap,2000
Get It Together - Remastered 2009,Beastie Boys,24,rap,1994
Hip Hop,Dead Prez,62,rap,2000
Step Up,Pete Rock,0,rap,2003
One Time 4 Your Mind,Nas,50,rap,1994
Heaven & Hell,Raekwon,43,rap,1995
Long Kiss Goodnight,The Notorious B.I.G.,0,rap,1997
Beautiful Mind,Cormega,38,rap,2004
All Black,Big L,45,rap,1995
Beef,Mos Def,0,rap,2005
Still Not a Player (feat. Joe) - Radio Version,Big Pun,65,rap,1999
Casualties Of A Dice Game,Big L,0,rap,2000
The Heist,Big L,0,rap,2000
Damage,Ol' Dirty Bastard,37,rap,1995
Wreckonize - Remix Vocal,Smif-N-Wessun,58,rap,2008
Visionz,Wu-Tang Clan,48,rap,1997
Mighty Healthy,Ghostface Killah,27,rap,2000
Fish (feat. Raekwon & Cappadonna),Ghostface Killah,48,rap,1996
Mo Money Mo Problems (feat. Mase & Puff Daddy),The Notorious B.I.G.,3,rap,1997
Rebirth Of Slick (Cool Like Dat),Digable Planets,58,rap,1993
Microphone Fiend,Eric B. & Rakim,47,rap,1988
314 (feat. Night Lovell),Dylan Brady,42,rap,2015
"Worldwide (feat. Curtis Heron, Night Lovell, Fifty Grand & Dylan Brady)",Gangsta Rap  Rap Party,05Kt
So Much Pain,Ja Rule,42,rap,2001
PLEASE DONT GO,Night Lovell,61,rap,2019
Bankroll,Taz,48,rap,2019
I LIKE BLOOD,Night Lovell,51,rap,2019
CAN'T LOSE YOU,Night Lovell,55,rap,2019
WATCH ME,Night Lovell,49,rap,2019
THE SUN,Night Lovell,51,rap,2019
Mount Sinai,$uicideBoy$,68,rap,2015
Deep End,Taz,35,rap,2019
Ghost Rider,Taz,45,rap,2018
BAD KID,Night Lovell,61,rap,2019
