track_name,track_artist,track_popularity,playlist_genre,track_year
Age of Consent - 2015 Remaster,New Order,65,rock,1983
Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,58,rock,1984
This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,70,rock,1983
Lips Like Sugar,Echo & the Bunnymen,52,rock,1987
Leave Me Alone - 2015 Remaster,New Order,51,rock,1983
Dreams Never End - 2015 Remaster,New Order,52,rock,1981
Shadowplay - 2007 Remaster,Joy Division,59,rock,1979
Transmission - 2010 Remaster,Joy Division,48,rock,2010
Atmosphere - 2010 Remaster,Joy Division,50,rock,2010
Everyday Is Like Sunday - 2011 Remaster,Morrissey,50,rock,1988
First Of The Gang To Die - Remastered,Morrissey,0,rock,2008
The Last of the Famous International Playboys - 2010 Remaster,Morrissey,38,rock,1990
"Please, Please, Please,1984,65
Bigmouth Strikes Again - 2011 Remaster,The Smiths,67,rock,1986
A Forest - Remastered Version,The Cure,53,rock,1980
Boys Don't Cry - Single Version,The Cure,62,rock,1979
Close to Me - Remastered,The Cure,60,rock,1985
Precious,Depeche Mode,57,rock,2005
Personal Jesus - Original Seven Inch Version,Depeche Mode,61,rock,1989
Policy Of Truth - 2006 Remastered Version,Depeche Mode,56,rock,1990
"You Just Haven't Earned It Yet, Baby",The Smiths,7rPsfDTqiZYIT4PVzQ4c0c,The 
Unloveable - 2011 Remaster,The Smiths,48,rock,1987
A Question of Lust,Depeche Mode,43,rock,1986
Back on the Chain Gang,Morrissey,4,rock,2018
Space Age Love Song,A Flock Of Seagulls,50,rock,1981
Modern Love - 1999 Remaster,David Bowie,28,rock,1983
Let's Dance - 1999 Remaster,David Bowie,32,rock,1983
Moonage Daydream - 2012 Remaster,David Bowie,68,rock,1972
Dead Man's Party,Oingo Boingo,53,rock,1985
Just Another Day,Oingo Boingo,44,rock,1985
Mad World,Tears For Fears,64,rock,1983
Cities In Dust - Single Version,Siouxsie and the Banshees,1,rock,2002
Save It For Later,The English Beat,52,rock,2012
"Head Over Heels - Dave Bascombe 7"" N.Mix",Tears For Fears,64,rock,1985
Metal,Gary Numan,44,rock,1979
Inbetween Days,The Cure,62,rock,1985
Pictures Of You - Remastered,The Cure,60,rock,1989
"Strangelove - 7"" Version",Depeche Mode,52,rock,1998
But Not Tonight,Depeche Mode,44,rock,1986
Echo Beach,Martha and the Muffins,56,rock,1980
Electricity - 2003 Digital Remaster,Orchestral Manoeuvres In The Dark,55,rock,1980
Reel Around the Fountain - 2011 Remaster,The Smiths,51,rock,1984
Stay,Oingo Boingo,0,rock,1991
Eyes Without A Face,Billy Idol,67,rock,1983
China Girl - 1999 Remaster,David Bowie,22,rock,1983
Saigon - 2002 Digital Remaster,Martha and the Muffins,16,rock,1980
Are 'Friends' Electric?,Tubeway Army,50,rock,1979
I Wanna Be Adored - Remastered,The Stone Roses,64,rock,1989
So In Love,Orchestral Manoeuvres In The Dark,53,rock,1985
Girlfriend in a Coma - 2011 Remaster,The Smiths,56,7rPsfDTqiZYIT4PVzQ4c0c, Her
Well I Wonder - 2011 Remaster,The Smiths,54,rock,1985
Never Had No One Ever - 2011 Remaster,The Smiths,48,rock,1986
Wonderful Woman - 2008 Remaster,The Smiths,32,rock,2008
(Feels Like) Heaven,Fiction Factory,45,rock,1984
Blue Monday '88 - 2015 Remaster,New Order,52,rock,2005
She's In Parties,Bauhaus,41,rock,1986
April Skies,The Jesus and Mary Chain,51,rock,1987
Eighties - 2007 Digital Remaster,Killing Joke,52,rock,1985
To Cut a Long Story Short - 2010 Remaster,Spandau Ballet,30,rock,1981
Bringing Home the Ashes,The Wild Swans,30,rock,1988
Modern Love Is Automatic,A Flock Of Seagulls,22,rock,1982
Lucretia My Reflection - Vinyl Version,Sisters of Mercy,50,rock,1987
Play for Today - Remastered Version,The Cure,43,rock,1980
Happy When It Rains,The Jesus and Mary Chain,47,rock,1987
Enjoy The Silence - 2006 Remastered Version,Depeche Mode,50,rock,1990
Barbarism Begins at Home - 2011 Remaster,The Smiths,52,rock,1985
The Headmaster Ritual - 2011 Remaster,The Smiths,53,rock,1985
Promised Land,Skeletal Family,38,rock,1983
Under the Milky Way,The Church,59,rock,1988
Monkey Wrench,Foo Fighters,68,rock,1997
Self Esteem,The Offspring,67,rock,1994
Drain You,Nirvana,58,rock,1991
"Tonight, Tonight - Remastered 2012",The Smashing Pumpkins,4PjiT7SWnUsTTTvKOuR76f,Mell
Lake Of Fire,Nirvana,65,rock,1994
Lightning Crashes,Live,49,rock,2004
American Music,Violent Femmes,0,rock,1991
Blister In The Sun,Violent Femmes,9,rock,1982
Out The Window,Violent Femmes,0,rock,1991
Give It Away,Red Hot Chili Peppers,73,rock,1991
Today - Remastered,The Smashing Pumpkins,4,rock,1993
Shadow of the Day,Linkin Park,50,rock,2007
Teenagers,My Chemical Romance,77,rock,2006
The Middle,Jimmy Eat World,13,rock,2001
It's My Life,Bon Jovi,14,rock,2000
Have A Nice Day,Bon Jovi,2,rock,2005
The Feast and The Famine,Foo Fighters,54,rock,2014
Something from Nothing,Foo Fighters,59,rock,2014
I Am A River,Foo Fighters,53,rock,2014
These Days,Foo Fighters,64,rock,2011
Walk,Foo Fighters,68,rock,2011
Long Road To Ruin,Foo Fighters,58,keg party jukebox, Sil
Walking After You - Live,Foo Fighters,1,rock,2006
Big Me - Live,Foo Fighters,1,rock,2006
Move Along,The All-American Rejects,57,rock,2005
Dirty Little Secret,The All-American Rejects,62,rock,2005
Gives You Hell,The All-American Rejects,8,rock,2008
Walk Of Life,Dire Straits,26,rock,1985
Bliss,Th' Dudes,52,rock,1980
Cheap Wine - 2011 Remastered,Cold Chisel,0,rock,2013
Be Mine Tonight,Th' Dudes,48,rock,1979
El Scorcho,Weezer,0,rock,1996
Romeo And Juliet,Dire Straits,22,rock,1980
Why Don't You Get A Job,The Offspring,8,rock,1998
Glow,Alien Ant Farm,0,rock,2003
Adam's Song,blink-182,7,rock,1999
Drive,Incubus,74,rock,1999
Notion,Kings of Leon,58,rock,2008
Trani,Kings of Leon,0,rock,2003
Coming Back Again,Kings of Leon,47,rock,2013
WALLS,Kings of Leon,64,rock,2016
Radioactive,Kings of Leon,59,rock,2010
I Want You,Kings of Leon,56,rock,2008
Be Somebody,Kings of Leon,52,rock,2008
When I Come Around,Green Day,75,rock,1994
Pretty Fly (For a White Guy),The Offspring,9,rock,1998
Song 2,Blur,64,rock,2000
Butterfly,Weezer,31,rock,1996
You And Me,Lifehouse,19,rock,2005
I Want You To Want Me - Soundtrack,Letters To Cleo,3,rock,1999
Wheels,Foo Fighters,62,rock,2009
April Sun In Cuba,Dragon,13,rock,2006
Heroes - 1999 Remaster,David Bowie,24,rock,1977
Hear You Me,Jimmy Eat World,2,rock,2001
Scentless Apprentice,Nirvana,0,rock,1993
Verona,Elemeno P,2,rock,2003
Buddy Holly,Weezer,8,rock,1994
Fast Times in Tahoe,Elemeno P,1,rock,2003
We Share The Same Skies,The Cribs,43,rock,2009
By the Way,Red Hot Chili Peppers,74,rock,2002
Kingdom Of Rust,Doves,48,rock,2009
Obstacle 1,Interpol,51,rock,2002
Plastic Machinery,The Charlatans,32,rock,2017
This Picture,Placebo,59,rock,2003
Motorcycle Emptiness,Manic Street Preachers,60,rock,2002
There Are Too Many Of Us,Blur,38,rock,2015
Smokers Outside the Hospital Doors,Editors,56,rock,2007
All the Rage Back Home,Interpol,50,rock,2014
Men's Needs,The Cribs,51,Permanent Wave, Wom
Walk Away,Franz Ferdinand,1,rock,2005
Seven - Remastered,Sunny Day Real Estate,45,rock,1994
Munich,Editors,61,rock,2005
An End Has a Start,Editors,53,rock,2007
The Rover,Interpol,58,rock,2018
Rest My Chemistry,Interpol,65,rock,2007
Evil,Interpol,47,rock,2005
Slow Hands,Interpol,38,rock,2005
Stand Inside Your Love,The Smashing Pumpkins,49,rock,2000
Aviation,The Last Shadow Puppets,53,rock,2016
Girls and Boys,Blur,68,rock,2000
Factory of Faith,Red Hot Chili Peppers,52,rock,2011
What You Know,Two Door Cinema Club,71,rock,2010
Club Foot,Kasabian,50,rock,2004
When The Sun Goes Down,Arctic Monkeys,71,5glAD13obyL0G9SH9ukBz2, Tha
A-Punk,Vampire Weekend,69,rock,2008
Debaser,Pixies,63,rock,1989
Go With The Flow,Queens of the Stone Age,65,rock,2002
Black Star,Radiohead,52,rock,1995
A Design for Life - Remastered,Manic Street Preachers,56,rock,1996
Live Forever,Oasis,57,rock,1994
Champagne Supernova - Remastered,Oasis,66,rock,1995
My Favourite Game,The Cardigans,63,rock,1998
Brass in Pocket - 2006 Remaster,Pretenders,65,rock,1980
Call Me,Blondie,69,rock,1999
Pale Blue Eyes,The Velvet Underground,66,rock,1969
Enjoy the Silence - Single Mix,Depeche Mode,65,rock,1990
Stupid Girl,Garbage,47,rock,1995
Do You Want To,Franz Ferdinand,55,rock,2005
Make It Wit Chu,Queens of the Stone Age,64,rock,2007
I Sat By The Ocean,Queens of the Stone Age,66,rock,2013
Pressure,Muse,69,rock,2018
Do I Wanna Know?,Arctic Monkeys,82,rock,2013
You're In The Army Now - Status Quo In Concert,Status Quo,32,rock,2010
If You Leave - Remastered 2019,Orchestral Manoeuvres In The Dark,49,rock,2019
Always Something There to Remind Me - 2018 Remaster,Naked Eyes,56,rock,1983
People Are People,Depeche Mode,60,rock,1984
The Ghost in You,The Psychedelic Furs,44,rock,1984
Talking In Your Sleep,The Romantics,60,rock,1983
Turning Japanese - Non Stop Edit,The Vapors,50,rock,1980
Hold Me Now,Thompson Twins,56,rock,1984
The Look Of Love - Pt. 1,ABC,60,rock,1982
Our House,Madness,65,rock,1982
Wishful Thinking,China Crisis,53,rock,1992
State Of The Nation,Industry,48,rock,2012
"Together In Electric Dreams - Remastered / From ""Electric Dreams"" Original Motion Picture Soundtrack",Phil Oakey,62,rock,2003
(Keep Feeling) Fascination,The Human League,46,rock,1988
I Melt With You - Rerecorded,Modern English,56,rock,1990
Birds Fly (Whisper to a Scream),The Icicle Works,42,rock,1984
Big in Japan - Remaster,Alphaville,61,rock,1984
Head Over Heels,The Go-Go's,48,rock,1990
Do You Really Want To Hurt Me,Culture Club,63,rock,1982
What's on Your Mind (Pure Energy),Information Society,53,rock,1988
Let's Dance - 2018 Remaster,David Bowie,71,rock,1983
Burning Flame,Vitamin Z,22,rock,1985
Gold,Spandau Ballet,66,rock,2000
She Sells Sanctuary (2009 Re-master),The Cult,59,rock,1985
Alive And Kicking,Simple Minds,53,rock,1985
Karma Chameleon - Remastered,Culture Club,72,rock,1983
Too Shy,Kajagoogoo,57,rock,1983
The Motion Of Love,Gene Loves Jezebel,42,rock,1987
Sunglasses At Night,Corey Hart,54,rock,1984
Beds Are Burning,Midnight Oil,41,rock,1986
Shout,Tears For Fears,70,rock,1985
Lovesong - Remastered,The Cure,65,rock,1989
Human - Edit,The Human League,56,rock,1988
Turn Back The Clock,Johnny Hates Jazz,54,rock,1988
Lessons In Love,Level 42,61,rock,1987
Boys Do Fall In Love,Robin Gibb,49,rock,1984
Angel,Fra Lippo Lippi,45,rock,1987
Six Two Eight - 628,Europe,44,2foj4ZYVHRGqSd1aMqNPBj, 628
She Drives Me Crazy,Fine Young Cannibals,71,rock,1988
Stitches and Burns,Fra Lippo Lippi,57,rock,1992
When She Cries,Restless Heart,55,rock,1998
Beauty and Madness - 1993,Fra Lippo Lippi,54,rock,2003
Love Vigilantes - 2015 Remaster,New Order,50,rock,1985
I Go Crazy,Flesh For Lulu,39,rock,1987
Whirlpool Heart,The Wild Swans,27,rock,1988
"The More You Ignore Me, the Closer I Get - 2014 Remaster",Morrissey,2foj4ZYVHRGqSd1aMqNPBj,Vaux
Desire,Gene Loves Jezebel,39,2foj4ZYVHRGqSd1aMqNPBj, Rem
Secret,Orchestral Manoeuvres In The Dark,52,rock,1985
Pretty in Pink,The Psychedelic Furs,57,rock,1981
Come Undone,Duran Duran,66,rock,1993
Russian Radio,Red Flag,35,rock,1989
If I Ever Lose My Faith In You,Sting,57,rock,1993
99 Red Balloons - Club Mix,Nena,64,rock,2004
If You Were Here,Thompson Twins,33,rock,1983
I Beg Your Pardon (I Never Promised You a Rose Garden),Kon Kan,43,rock,1989
Somebody - Remix,Depeche Mode,36,rock,1984
Baby,Devendra Banhart,55,rock,2009
Stuck on the puzzle,Alex Turner,63,rock,2011
Reflections After Jane,The Clientele,34,rock,2015
Always Forever,Cults,60,rock,2013
Doing All Right - ...Revisited,Smile,62,rock,2018
Television / So Far So Good,Rex Orange County,69,rock,2017
80's Comedown Machine,The Strokes,53,rock,2013
Paranoid Android - Remastered,Radiohead,53,rock,2017
Lover Is a Day,Cuco,1,rock,2016
Four Portraits,Vansire,31,2bOjjgN1S3Gqd8vSMyafvJ, Dri
Winter's Ballad,Cuco,0,rock,2017
I Love You So,The Walters,70,rock,2014
Just Say Yes,Snow Patrol,60,rock,2009
Nice Boys,TEMPOREX,67,rock,2017
You Say I'm in Love,Banes World,68,rock,2017
Drowsy,Banes World,60,rock,2016
My Jinji, Sunset Rollercoaster,26,rock,2016
I Don't Know You,The Marias,66,rock,2017
Social Sites,Cosmo Pyke,58,rock,2016
Peach Pit,Peach Pit,67,rock,2018
Pretty Girls,Michael Seyer,55,rock,2016
Falling for U,Peachy!,78,rock,2017
Stay Away from My Baby,Banes World,53,rock,2016
Edition,Rex Orange County,67,rock,2017
Lucky Love,Michael Seyer,54,rock,2018
Breathe (In the Air),Pink Floyd,68,rock,1973
Do You Feel It?,Chaos Chaos,63,rock,2014
Kids,Current Joys,64,rock,2016
"Call It Fate, Call It Karma",The Strokes,2bOjjgN1S3Gqd8vSMyafvJ,Come
Yes I'm Changing,Tame Impala,69,rock,2015
Wake Up in the Sky,Gucci Mane,73,rock,2018
Dancing,Mellow Fellow,60,rock,2017
Eclipse,Inner Wave,28,rock,2017
Sick Feeling,boy pablo,64,rock,2018
Cool with You,Her's,66,rock,2017
You Make Me Crazy,Streetz,34,rock,2014
Believe In Me,Lenny Kravitz,49,rock,2001
Rock DJ,Robbie Williams,68,rock,2000
Let Me Entertain You,Robbie Williams,67,rock,1997
Only in My Dreams,The Marias,63,2bOjjgN1S3Gqd8vSMyafvJ, Vol
La Mujer Perfecta,KURT,72,rock,2018
Como te extrano mi amor,Cafe Tacvba,70,rock,1996
Quiero Ver,Cafe Tacvba,64,rock,2007
Eres,Cafe Tacvba,73,rock,2003
Love,Zoe,70,rock,2003
Arrullo De Estrellas,Zoe,68,rock,2013
Veneno,Zoe,52,rock,2003
Sone,Zoe,56,rock,2003
Como Tu (Magic Music Box),Leon Larregui,63,rock,2012
Souvenir,Leon Larregui,62,rock,2012
Locos,Leon Larregui,71,rock,2016
Dancing in the Moonlight,Toploader,69,rock,2009
Belleza De Cantina,Cardenales De Nuevo Leon,68,rock,2005
Exit Music (For a Film),Radiohead,64,rock,1997
Let It Be - Remastered 2009,The Beatles,79,rock,1970
Crimen,Gustavo Cerati,70,rock,2006
You Might Be Sleeping,Jakob Ogawa,27,rock,2017
Bubble Gum,Clairo,72,rock,2019
Loco,M2H,57,rock,2018
Cuz You're My Girl,Yung Heazy,56,rock,2018
Los Malaventurados No Lloran,PXNDX,67,rock,2006
One Way Trigger,The Strokes,59,rock,2013
I Think We're Alone Now,Tiffany,68,rock,1987
What A Heavenly Way To Die,Troye Sivan,60,rock,2018
Heavydirtysoul,Twenty One Pilots,71,rock,2015
Pensando en Ti,Canserbero,66,rock,2010
I Don't Wanna Lose You Tonight,Brian Dunne,39,rock,2015
Heart-Shaped Box,Nirvana,74,rock,1993
Killing In The Name,Rage Against The Machine,78,rock,1992
The Kids Aren't Alright,The Offspring,76,rock,1998
Chop Suey!,System Of A Down,80,rock,2001
God Save The Queen,Sex Pistols,62,6CgjYkPIWTxJi8RtPcki02, Her
I Wanna Be Sedated,Ramones,64,rock,1978
Don't Look Back Into The Sun,The Libertines,60,rock,2003
Heroes - 2017 Remaster,David Bowie,75,rock,1977
Lonely Boy,The Black Keys,72,rock,2011
Rebel Rebel - 2016 Remaster,David Bowie,74,rock,1974
Piledriver Waltz,Arctic Monkeys,58,rock,2011
Starman - 2012 Remaster,David Bowie,73,rock,1972
Once I Had A Love (AKA The Disco Song) - Remastered,Blondie,48,rock,1978
Half a Person - 2011 Remaster,The Smiths,52,rock,1987
Catalina Breeze,The Blue Jean Committee,37,rock,2015
In Between Days - 2006 Remaster,The Cure,53,rock,1985
Lola - Remastered,The Kinks,57,rock,1970
Waterloo Sunset - Mono Mix,The Kinks,66,rock,1967
All Things Must Pass,George Harrison,58,rock,1970
Two Fine People,Yusuf / Cat Stevens,23,rock,1975
Teenage Kicks,The Undertones,45,rock,1979
Rio - 2001 Remastered Version,Duran Duran,33,rock,1982
Wasteland,The Jam,25,rock,1979
Stay Free - Remastered,The Clash,45,rock,1978
Substitute - Single Version,The Who,3,rock,2014
Pride (In The Name Of Love) - Remastered 2009,U2,59,rock,1984
The King of Wishful Thinking,Go West,61,rock,1992
Don't Go Breaking My Heart,Elton John,14,rock,2002
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,67,rock,1987
The Boy with the Thorn in His Side - 2011 Remaster,The Smiths,53,rock,1986
Into The Great Wide Open,Tom Petty and the Heartbreakers,55,rock,1991
The Back Seat Of My Car - 1993 Digital Remaster,Paul McCartney,0,rock,1971
Wildflowers,Tom Petty,68,rock,1994
A Hazy Shade of Winter,Simon & Garfunkel,54,rock,1968
I Need You - Live,Tom Petty and the Heartbreakers,21,rock,2018
Saturday Nights Alright (For Fighting) - Remastered 2014,Elton John,56,rock,1973
The Bitch Is Back,Elton John,59,rock,1974
Between The Devil And The Deep Blue Sea,George Harrison,40,rock,2002
Awaiting On You All,George Harrison,45,rock,1970
Wah-Wah,George Harrison,53,rock,1970
Give Me Love (Give Me Peace On Earth),George Harrison,60,rock,1973
I Can't Explain - Stereo Version,The Who,41,rock,1965
What Difference Does It Make? - 2011 Remaster,The Smiths,52,rock,1984
Town Called Malice,The Jam,20,rock,2015
Cemetry Gates - 2011 Remaster,The Smiths,52,rock,1986
Changes - 2015 Remaster,David Bowie,66,rock,1971
Out Of Tune,Real Estate,36,rock,2011
Honky Cat,Elton John,57,rock,1972
Uncle Albert / Admiral Halsey - Medley / Remastered 2012,Paul McCartney,55,rock,1971
Moondance - 2013 Remaster,Van Morrison,69,rock,1970
Handle With Care,Traveling Wilburys,9,3e6gYPyrTbaB8BWgSHCt5j, Vol
Got My Mind Set On You - 2004 Mix,George Harrison,70,rock,1987
When We Was Fab - 2004 Mix,George Harrison,44,rock,1987
The Long And Winding Road - Remastered 2009,The Beatles,63,rock,1970
Silly Love Songs - 1993 Digital Remaster,Wings,58,rock,1976
Rocky Mountain High,John Denver,15,rock,1972
The Boxer,Simon & Garfunkel,18,rock,1972
Wouldn't It Be Nice - Stereo Mix,The Beach Boys,71,rock,1966
50 Ways to Leave Your Lover,Paul Simon,69,rock,1975
Pictures of You,The Cure,57,rock,1989
Close To Me,The Cure,68,rock,1985
All Those Years Ago - 2004 Mix,George Harrison,53,rock,1981
Sign of the Times,Harry Styles,80,rock,2017
Carolina,Harry Styles,68,rock,2017
Doctor My Eyes,Jackson Browne,66,rock,1972
Rising Sun,George Harrison,30,rock,2002
I Don't Want to Know - 2004 Remaster,Fleetwood Mac,55,rock,1977
Daniel,Elton John,65,rock,1973
Stand By Me - Remastered,Oasis,50,rock,1997
Where Have All the Good Times Gone,The Kinks,36,rock,1965
Under Cover of Darkness,The Strokes,69,rock,2011
Always Where I Need To Be,The Kooks,56,rock,2008
Time to Pretend,MGMT,71,rock,2007
GfC,"Albert Hammond, Jr.",3uFyGoayrP71xS6T6Y8Bh2,Como
Leave It In My Dreams,The Voidz,58,rock,2018
Who The Fuck Are Arctic Monkeys?,Arctic Monkeys,44,rock,2006
Lithium,Nirvana,68,rock,1991
Clint Eastwood,Gorillaz,68,rock,2001
Sleep Alone,Two Door Cinema Club,55,rock,2012
Golden Skans,Klaxons,64,rock,2007
Walk Idiot Walk,The Hives,58,rock,2004
Kathleen,Catfish and the Bottlemen,66,rock,2014
Bite My Tongue,The Academic,26,rock,2018
Television,The Academic,24,rock,2018
Don't Look Back In Anger - Remastered,Oasis,63,rock,1995
Is This It,The Strokes,55,rock,2001
Why'd You Only Call Me When You're High?,Arctic Monkeys,76,rock,2013
Disappear Here,Bad Suns,45,rock,2016
Cigarette Daydreams,Cage The Elephant,72,rock,2013
Down By The River,Milky Chance,57,rock,2014
Machu Picchu,The Strokes,63,rock,2011
Ace in the Hole,Saint Motel,45,rock,2014
Wake Me up When September Ends,Green Day,76,rock,2004
For Elise,Saint Motel,60,rock,2016
Chamber Of Reflection,Mac DeMarco,73,rock,2014
Someday,The Strokes,64,rock,2001
Trojans,Atlas Genius,60,rock,2013
Help Our Souls (Urban Contact Radio Edit),NIHILS,51,rock,2015
Woods,Mac Miller,72,rock,2020
In My Mind,The Amazons,7,rock,2020
Mary Don't Mind,VANT,26,rock,2020
Westside,FMLYBND,32,rock,2020
Break My Baby,KALEO,63,rock,2020
Everything Else Has Gone Wrong,Bombay Bicycle Club,45,rock,2019
Move to San Francisco,Circa Waves,55,rock,2020
Fake News,The Luka State,16,rock,2020
Better Man,Courteeners,15,rock,2019
Plastic Dream,The Lizards,15,rock,2019
Hungry For The Holy Cow,Sleep Patterns,11,rock,2019
The Path to Awareness,Stefano Casavecchia,12,rock,2019
Alive,Daughtry,60,rock,2019
Grim,The Blue Stones,56,rock,2019
Devil's Basement,Shanghai Treason,6,rock,2019
Dance with You,Hoofa,7,rock,2019
Good Man,The Federal Empire,44,rock,2019
Feed Off Sin,Public Theatre,29,rock,2019
Your Dreams,Jon Magnusson,13,rock,2017
Did My Best,The Voidz,60,rock,2019
Come To Me,TNA,53,rock,2019
Loose Lips Sink Ships,The Band Royale,30,rock,2020
The Dark,John Clark,7,rock,2019
Retrograde,HUDSUN,30,rock,2019
Outta My Mind,Des Rocs,39,rock,2019
Prescriptive Poison,Miss Kill,15,rock,2019
Sideshow,Evan Petruzzi,26,rock,2018
Another,Naipia,16,rock,2019
Monster,Novustory,24,rock,2019
Wenn ich wollte,Madsen,38,rock,2019
Changes,High Tropics,32,rock,2019
Down,The Man Who,39,rock,2019
Deserter,Crystal Tides,18,rock,2019
Airport,Yammerer,19,rock,2019
Get Back,Secondhand Habit,9,rock,2019
Paint California,NoMBe,53,rock,2019
World Record Dive,Lucas Coe,8,rock,2019
None of the Above,TRASH HEADS,4,rock,2019
original me (feat. dan reynolds of imagine dragons),YUNGBLUD,71,rock,2019
Ostracised,KOYO,17,rock,2019
"Fire, Ready, Aim",Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,1xIg
Whyamisosadallthetime,Molars,8,rock,2019
Meet the Sky,Third Lung,11,rock,2019
"Bigger Life - Live @ Konigsplatz Munchen, 15.09.19",Michael Patrick Kelly,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock,"Big
Placebo,Chasing Deer,11,rock,2018
Island,Kensington,54,rock,2019
Regress,InAir,3,rock,2019
Turn the Wheel,Agat,2,rock,2019
Nothing Breaks Like a Heart,Frank Carter & The Rattlesnakes,45,rock,2019
Fall Apart,Sydney,3,rock,2019
Playground,My Ugly Clementine,44,rock,2019
The End of the Game,Weezer,62,rock,2019
Robbery,Lime Cordiale,64,rock,2019
CAN YOU HEAR ME NOW?,Bishop Briggs,52,rock,2019
idc,ren,51,rock,2019
The Best,AWOLNATION,65,rock,2019
Hang on to Yourself,Palaye Royale,55,rock,2019
Dirt in my Eyes,Cold War Kids,52,rock,2019
Rush,The Score,57,rock,2019
Hollow,Barns Courtney,52,rock,2019
Desensitize,DREAMERS,59,rock,2019
Like Before You Were Born,DIIV,49,rock,2019
All The Way (Stay),Jimmy Eat World,48,rock,2019
Swim For Your Life,The Pale White,56,rock,2019
Dancing In The Dark,Lucy Dacus,50,rock,2019
Hurt My Heart,White Lies,47,rock,2019
Novocaine,Twin Atlantic,48,rock,2019
Die To Live,Volbeat,50,Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock, Rep
Oblivion,Zayde Wolf,44,rock,2019
Space Cadet,beabadoobee,41,rock,2019
Nothing To Lose,DI-RECT,41,rock,2019
Black Gold (Edit),Editors,40,rock,2019
Darkside,blink-182,23,rock,2019
One Last Breath,Creed,68,rock,2001
The Man Who Sold The World - MTV Unplugged,Nirvana,46,rock,2002
Glycerine - Remastered,Bush,63,rock,1994
Secret Smile,Semisonic,57,rock,1998
Unwell,Matchbox Twenty,62,rock,2007
The Man Who Sold The World,Nirvana,72,rock,1994
"I Am The Highway - Live At Queen Elizabeth Theatre, Toronto, ON/2011",Permanent Wave Cafe,24Qt
Mr. Writer,Stereophonics,51,rock,2001
Every Breaking Wave,U2,49,rock,2014
Song For Someone,U2,44,rock,2014
Iris (Hold Me Close),U2,44,rock,2014
Moment Of Surrender,U2,45,rock,2009
Miracle Drug,U2,43,rock,2004
Grace,U2,37,rock,2000
Just Can't Get Enough - 2006 Remaster,Depeche Mode,61,rock,1981
Tenderness,General Public,50,rock,2012
Blister in the Sun - 2002 Remastered Version,Violent Femmes,18,rock,1983
The Village - 2015 Remaster,New Order,45,rock,1983
(Forever) Live And Die,Orchestral Manoeuvres In The Dark,46,rock,1986
Let Me Go,T-4-2,9,rock,1992
Work for Love,Ministry,36,rock,1983
The Perfect Kiss - 2015 Remaster,New Order,50,rock,1985
Everyday Is Halloween,Ministry,35,rock,2011
Living in Oblivion,Anything Box,0,rock,2018
A Little Respect,Erasure,62,rock,1988
No Limit,Breakwater,31,rock,1978
Turn - 2015 Remaster,New Order,34,rock,2005
Your Silent Face - 2015 Remaster,New Order,54,rock,1983
The Chauffeur - 2001 Remastered Version,Duran Duran,29,rock,1982
Kiss of Love,Anything Box,24,rock,1990
When We Lie,Anything Box,23,rock,1990
Have In Mind,Cetu Javu,32,rock,2011
"Temptation - 7"" Version; 2015 Remaster",New Order,49,rock,2005
I Ran (So Far Away),A Flock Of Seagulls,57,rock,2002
Rock You Like a Hurricane - 2015 - Remaster,Scorpions,9,rock,1984
It's No Good,Depeche Mode,58,rock,1997
Beautiful Day,U2,72,rock,2000
Where The Streets Have No Name - Remastered,U2,65,rock,1987
Domino Dancing,Pet Shop Boys,59,rock,1998
Love Is A Battlefield,Pat Benatar,59,rock,2001
Popular Monster,Falling In Reverse,75,rock,2019
Grave,Wage War,53,rock,2019
Inside Out (Radio Edit),Five Finger Death Punch,57,rock,2019
Low Life,Crobot,54,rock,2019
Infinite,Silverstein,59,rock,2020
Agree to Disagree,Sleeping With Sirens,57,rock,2019
Sever,Red,45,rock,2020
MONOMANIA,The Word Alive,54,rock,2020
Already Dead,Hollywood Undead,59,rock,2019
Killing Me Slowly,Bad Wolves,65,rock,2019
Underneath,Code Orange,52,rock,2020
Nero Forte,Slipknot,72,rock,2019
Talking Myself In Circles,Four Year Strong,26,rock,2020
Victory,Fire From The Gods,51,rock,2019
Paranoid,I Prevail,2,rock,2019
SAVAGES,Ice Nine Kills,58,rock,2018
The Disease,Anti-Flag,53,rock,2020
God's Gonna Cut You Down,Marilyn Manson,67,rock,2019
Can You Hear Me,Korn,19,rock,2019
Blow Me,The Used,56,rock,2019
Forgiveness I + II,Billy Talent,56,rock,2019
ONE,Rev Theory,35,rock,2020
History of Violence,Theory of a Deadman,60,rock,2019
Ludens,Bring Me The Horizon,73,rock,2019
Nowhere To Run,Fozzy,54,rock,2019
Soak Me in Bleach,The Amity Affliction,61,rock,2020
Every Second (Eva Under Fire),From Ashes to New,52,rock,2019
The Hunted (feat. Sully Erna),Saint Asonia,58,rock,2019
Native Son,Alter Bridge,32,rock,2019
